indic_ur;cities;TIME_PERIOD;OBS_VALUE;OBS_FLAG;Observation status (Flag) V2 structure;CONF_STATUS;Confidentiality status (flag)
TE1001I;AT;2001;354;;;;
TE1001I;AT;2004;367;;;;
TE1001I;AT;2005;248;;;;
TE1001I;AT;2006;254;;;;
TE1001I;AT;2007;262;;;;
TE1001I;AT;2008;278;;;;
TE1001I;AT;2009;291;;;;
TE1001I;AT;2013;492;;;;
TE1001I;AT;2014;508;;;;
TE1001I;AT001C;1991;327;;;;
TE1001I;AT001C;1996;380;;;;
TE1001I;AT001C;2001;78;;;;
TE1001I;AT001C;2004;453;;;;
TE1001I;AT001C;2005;298;;;;
TE1001I;AT001C;2006;298;;;;
TE1001I;AT001C;2007;305;;;;
TE1001I;AT001C;2008;324;;;;
TE1001I;AT001C;2009;331;;;;
TE1001I;AT001C;2013;592;;;;
TE1001I;AT001C;2014;613;;;;
TE1001I;AT002C;1991;228;;;;
TE1001I;AT002C;2001;424;;;;
TE1001I;AT002C;2004;407;;;;
TE1001I;AT002C;2005;261;;;;
TE1001I;AT002C;2006;259;;;;
TE1001I;AT002C;2007;261;;;;
TE1001I;AT002C;2008;269;;;;
TE1001I;AT002C;2009;273;;;;
TE1001I;AT002C;2013;463;;;;
TE1001I;AT002C;2014;489;;;;
TE1001I;AT003C;1991;310;;;;
TE1001I;AT003C;2001;468;;;;
TE1001I;AT003C;2004;465;;;;
TE1001I;AT003C;2005;296;;;;
TE1001I;AT003C;2006;292;;;;
TE1001I;AT003C;2007;296;;;;
TE1001I;AT003C;2008;302;;;;
TE1001I;AT003C;2009;320;;;;
TE1001I;AT003C;2013;493;;;;
TE1001I;AT003C;2014;499;;;;
TE1001I;AT004C;2001;459;;;;
TE1001I;AT004C;2004;448;;;;
TE1001I;AT004C;2005;300;;;;
TE1001I;AT004C;2006;297;;;;
TE1001I;AT004C;2007;282;;;;
TE1001I;AT004C;2008;303;;;;
TE1001I;AT004C;2009;308;;;;
TE1001I;AT004C;2013;505;;;;
TE1001I;AT004C;2014;534;;;;
TE1001I;AT005C;2001;416;;;;
TE1001I;AT005C;2004;423;;;;
TE1001I;AT005C;2005;328;;;;
TE1001I;AT005C;2006;329;;;;
TE1001I;AT005C;2007;349;;;;
TE1001I;AT005C;2008;357;;;;
TE1001I;AT005C;2009;371;;;;
TE1001I;AT005C;2013;571;;;;
TE1001I;AT005C;2014;573;;;;
TE1001I;AT006C;2013;553;;;;
TE1001I;AT006C;2014;572;;;;
TE1001I;BE;1991;104;;;;
TE1001I;BE;1992;113;;;;
TE1001I;BE;1993;122;;;;
TE1001I;BE;1994;130;;;;
TE1001I;BE;1995;135;;;;
TE1001I;BE;1996;138;;;;
TE1001I;BE;1997;140;;;;
TE1001I;BE;1998;148;;;;
TE1001I;BE;1999;153;;;;
TE1001I;BE;2000;155;;;;
TE1001I;BE;2001;160;;;;
TE1001I;BE;2002;165;;;;
TE1001I;BE;2004;222;;;;
TE1001I;BE001C;1996;182;;;;
TE1001I;BE001C;2004;262;;;;
TE1001I;BE001C;2005;249;;;;
TE1001I;BE001C;2006;249;;;;
TE1001I;BE001C;2007;242;;;;
TE1001I;BE001C;2008;237;;;;
TE1001I;BE001C;2009;249;;;;
TE1001I;BE002C;1996;111;;;;
TE1001I;BE002C;2004;165;;;;
TE1001I;BE002C;2005;167;;;;
TE1001I;BE002C;2006;172;;;;
TE1001I;BE002C;2007;173;;;;
TE1001I;BE002C;2008;172;;;;
TE1001I;BE002C;2009;170;;;;
TE1001I;BE003C;1996;188;;;;
TE1001I;BE003C;2004;293;;;;
TE1001I;BE003C;2005;302;;;;
TE1001I;BE003C;2006;312;;;;
TE1001I;BE003C;2007;325;;;;
TE1001I;BE003C;2008;316;;;;
TE1001I;BE003C;2009;307;;;;
TE1001I;BE004C;1996;52;;;;
TE1001I;BE004C;2004;127;;;;
TE1001I;BE004C;2005;122;;;;
TE1001I;BE004C;2006;134;;;;
TE1001I;BE004C;2007;136;;;;
TE1001I;BE004C;2008;145;;;;
TE1001I;BE004C;2009;142;;;;
TE1001I;BE005C;1996;162;;;;
TE1001I;BE005C;2001;180;;;;
TE1001I;BE005C;2004;274;;;;
TE1001I;BE005C;2005;167;;;;
TE1001I;BE005C;2006;172;;;;
TE1001I;BE005C;2007;174;;;;
TE1001I;BE005C;2008;181;;;;
TE1001I;BE005C;2009;178;;;;
TE1001I;BE006C;1996;116;;;;
TE1001I;BE006C;2004;275;;;;
TE1001I;BE006C;2005;307;;;;
TE1001I;BE006C;2006;317;;;;
TE1001I;BE006C;2007;342;;;;
TE1001I;BE006C;2008;378;;;;
TE1001I;BE006C;2009;360;;;;
TE1001I;BE007C;2004;518;;;;
TE1001I;BE007C;2005;247;;;;
TE1001I;BE007C;2006;277;;;;
TE1001I;BE007C;2007;283;;;;
TE1001I;BE007C;2008;283;;;;
TE1001I;BE007C;2009;314;;;;
TE1001I;BG;2005;352;;;;
TE1001I;BG;2006;364;;;;
TE1001I;BG;2007;374;;;;
TE1001I;BG;2008;380;;;;
TE1001I;BG;2009;385;;;;
TE1001I;BG;2010;376;;;;
TE1001I;BG;2011;418;d;definition differs (see metadata);;
TE1001I;BG;2012;424;;;;
TE1001I;BG;2013;424;;;;
TE1001I;BG;2014;420;;;;
TE1001I;BG;2015;408;d;definition differs (see metadata);;
TE1001I;BG;2016;416;d;definition differs (see metadata);;
TE1001I;BG;2017;424;d;definition differs (see metadata);;
TE1001I;BG;2018;426;d;definition differs (see metadata);;
TE1001I;BG;2019;427;d;definition differs (see metadata);;
TE1001I;BG;2020;416;d;definition differs (see metadata);;
TE1001I;BG;2021;425;;;;
TE1001I;BG;2022;440;;;;
TE1001I;BG001C;1992;;u;low reliability;;
TE1001I;BG001C;1996;;u;low reliability;;
TE1001I;BG001C;2001;81;p;provisional;;
TE1001I;BG001C;2004;83;;;;
TE1001I;BG001C;2005;385;;;;
TE1001I;BG001C;2006;399;;;;
TE1001I;BG001C;2007;398;;;;
TE1001I;BG001C;2008;398;;;;
TE1001I;BG001C;2009;407;;;;
TE1001I;BG001C;2010;396;;;;
TE1001I;BG001C;2011;445;;;;
TE1001I;BG001C;2012;447;;;;
TE1001I;BG001C;2013;442;;;;
TE1001I;BG001C;2014;450;;;;
TE1001I;BG001C;2015;460;d;definition differs (see metadata);;
TE1001I;BG001C;2016;495;d;definition differs (see metadata);;
TE1001I;BG001C;2017;479;d;definition differs (see metadata);;
TE1001I;BG001C;2018;456;d;definition differs (see metadata);;
TE1001I;BG001C;2019;444;d;definition differs (see metadata);;
TE1001I;BG001C;2020;435;d;definition differs (see metadata);;
TE1001I;BG001C;2021;443;d;definition differs (see metadata);;
TE1001I;BG001C;2022;460;d;definition differs (see metadata);;
TE1001I;BG002C;1992;135;;;;
TE1001I;BG002C;1996;128;;;;
TE1001I;BG002C;2001;86;p;provisional;;
TE1001I;BG002C;2004;88;;;;
TE1001I;BG002C;2005;343;;;;
TE1001I;BG002C;2006;335;;;;
TE1001I;BG002C;2007;344;;;;
TE1001I;BG002C;2008;360;;;;
TE1001I;BG002C;2009;430;;;;
TE1001I;BG002C;2010;369;;;;
TE1001I;BG002C;2011;428;;;;
TE1001I;BG002C;2012;434;;;;
TE1001I;BG002C;2013;431;;;;
TE1001I;BG002C;2014;407;;;;
TE1001I;BG002C;2015;390;d;definition differs (see metadata);;
TE1001I;BG002C;2016;377;d;definition differs (see metadata);;
TE1001I;BG002C;2017;395;d;definition differs (see metadata);;
TE1001I;BG002C;2018;407;d;definition differs (see metadata);;
TE1001I;BG002C;2019;403;d;definition differs (see metadata);;
TE1001I;BG002C;2020;396;d;definition differs (see metadata);;
TE1001I;BG002C;2021;418;d;definition differs (see metadata);;
TE1001I;BG002C;2022;426;d;definition differs (see metadata);;
TE1001I;BG003C;1992;89;;;;
TE1001I;BG003C;1996;109;;;;
TE1001I;BG003C;2001;95;p;provisional;;
TE1001I;BG003C;2004;102;;;;
TE1001I;BG003C;2005;376;;;;
TE1001I;BG003C;2006;384;;;;
TE1001I;BG003C;2007;391;;;;
TE1001I;BG003C;2008;377;;;;
TE1001I;BG003C;2009;364;;;;
TE1001I;BG003C;2010;358;;;;
TE1001I;BG003C;2011;407;;;;
TE1001I;BG003C;2012;423;;;;
TE1001I;BG003C;2013;432;;;;
TE1001I;BG003C;2014;444;;;;
TE1001I;BG003C;2015;437;d;definition differs (see metadata);;
TE1001I;BG003C;2016;440;d;definition differs (see metadata);;
TE1001I;BG003C;2017;449;d;definition differs (see metadata);;
TE1001I;BG003C;2018;456;d;definition differs (see metadata);;
TE1001I;BG003C;2019;469;d;definition differs (see metadata);;
TE1001I;BG003C;2020;455;d;definition differs (see metadata);;
TE1001I;BG003C;2021;471;d;definition differs (see metadata);;
TE1001I;BG003C;2022;486;d;definition differs (see metadata);;
TE1001I;BG004C;1992;91;;;;
TE1001I;BG004C;1996;103;;;;
TE1001I;BG004C;2001;79;p;provisional;;
TE1001I;BG004C;2004;79;;;;
TE1001I;BG004C;2005;385;;;;
TE1001I;BG004C;2006;399;;;;
TE1001I;BG004C;2007;405;;;;
TE1001I;BG004C;2008;413;;;;
TE1001I;BG004C;2009;410;;;;
TE1001I;BG004C;2010;426;;;;
TE1001I;BG004C;2011;458;;;;
TE1001I;BG004C;2012;479;;;;
TE1001I;BG004C;2013;475;;;;
TE1001I;BG004C;2014;457;;;;
TE1001I;BG004C;2015;458;d;definition differs (see metadata);;
TE1001I;BG004C;2016;453;d;definition differs (see metadata);;
TE1001I;BG004C;2017;503;d;definition differs (see metadata);;
TE1001I;BG004C;2018;480;d;definition differs (see metadata);;
TE1001I;BG004C;2019;481;d;definition differs (see metadata);;
TE1001I;BG004C;2020;465;d;definition differs (see metadata);;
TE1001I;BG004C;2021;466;d;definition differs (see metadata);;
TE1001I;BG004C;2022;512;d;definition differs (see metadata);;
TE1001I;BG005C;1992;183;;;;
TE1001I;BG005C;1996;215;;;;
TE1001I;BG005C;2001;155;p;provisional;;
TE1001I;BG005C;2004;149;;;;
TE1001I;BG005C;2005;475;;;;
TE1001I;BG005C;2006;520;;;;
TE1001I;BG005C;2007;514;;;;
TE1001I;BG005C;2008;523;;;;
TE1001I;BG005C;2009;538;;;;
TE1001I;BG005C;2010;516;;;;
TE1001I;BG005C;2011;587;;;;
TE1001I;BG005C;2012;589;;;;
TE1001I;BG005C;2013;561;;;;
TE1001I;BG005C;2014;564;;;;
TE1001I;BG005C;2015;545;d;definition differs (see metadata);;
TE1001I;BG005C;2016;553;d;definition differs (see metadata);;
TE1001I;BG005C;2017;560;d;definition differs (see metadata);;
TE1001I;BG005C;2018;558;d;definition differs (see metadata);;
TE1001I;BG005C;2019;609;d;definition differs (see metadata);;
TE1001I;BG005C;2020;566;d;definition differs (see metadata);;
TE1001I;BG005C;2021;571;d;definition differs (see metadata);;
TE1001I;BG005C;2022;598;d;definition differs (see metadata);;
TE1001I;BG006C;1992;119;;;;
TE1001I;BG006C;1996;152;;;;
TE1001I;BG006C;2001;108;p;provisional;;
TE1001I;BG006C;2004;95;;;;
TE1001I;BG006C;2005;392;;;;
TE1001I;BG006C;2006;408;;;;
TE1001I;BG006C;2007;413;;;;
TE1001I;BG006C;2008;431;;;;
TE1001I;BG006C;2009;404;;;;
TE1001I;BG006C;2010;411;;;;
TE1001I;BG006C;2011;453;;;;
TE1001I;BG006C;2012;479;;;;
TE1001I;BG006C;2013;464;;;;
TE1001I;BG006C;2014;437;;;;
TE1001I;BG006C;2015;426;d;definition differs (see metadata);;
TE1001I;BG006C;2016;445;d;definition differs (see metadata);;
TE1001I;BG006C;2017;469;d;definition differs (see metadata);;
TE1001I;BG006C;2018;451;d;definition differs (see metadata);;
TE1001I;BG006C;2019;446;d;definition differs (see metadata);;
TE1001I;BG006C;2020;446;d;definition differs (see metadata);;
TE1001I;BG006C;2021;462;d;definition differs (see metadata);;
TE1001I;BG006C;2022;483;d;definition differs (see metadata);;
TE1001I;BG007C;1992;99;;;;
TE1001I;BG007C;1996;80;;;;
TE1001I;BG007C;2001;52;p;provisional;;
TE1001I;BG007C;2004;62;;;;
TE1001I;BG007C;2005;349;;;;
TE1001I;BG007C;2006;364;;;;
TE1001I;BG007C;2007;415;;;;
TE1001I;BG007C;2008;412;;;;
TE1001I;BG007C;2009;438;;;;
TE1001I;BG007C;2010;429;;;;
TE1001I;BG007C;2011;439;;;;
TE1001I;BG007C;2012;479;;;;
TE1001I;BG007C;2013;495;;;;
TE1001I;BG007C;2014;520;;;;
TE1001I;BG007C;2015;423;d;definition differs (see metadata);;
TE1001I;BG007C;2016;512;d;definition differs (see metadata);;
TE1001I;BG007C;2017;519;d;definition differs (see metadata);;
TE1001I;BG007C;2018;529;d;definition differs (see metadata);;
TE1001I;BG007C;2019;550;d;definition differs (see metadata);;
TE1001I;BG007C;2020;558;d;definition differs (see metadata);;
TE1001I;BG007C;2021;597;d;definition differs (see metadata);;
TE1001I;BG007C;2022;593;d;definition differs (see metadata);;
TE1001I;BG008C;2005;387;;;;
TE1001I;BG008C;2006;383;;;;
TE1001I;BG008C;2007;398;;;;
TE1001I;BG008C;2008;411;;;;
TE1001I;BG008C;2009;421;;;;
TE1001I;BG008C;2010;426;d;definition differs (see metadata);;
TE1001I;BG008C;2011;492;;;;
TE1001I;BG008C;2012;509;;;;
TE1001I;BG008C;2013;486;;;;
TE1001I;BG008C;2014;471;;;;
TE1001I;BG008C;2015;455;d;definition differs (see metadata);;
TE1001I;BG008C;2016;453;d;definition differs (see metadata);;
TE1001I;BG008C;2017;442;d;definition differs (see metadata);;
TE1001I;BG008C;2018;462;d;definition differs (see metadata);;
TE1001I;BG008C;2019;467;d;definition differs (see metadata);;
TE1001I;BG008C;2020;466;d;definition differs (see metadata);;
TE1001I;BG008C;2021;491;d;definition differs (see metadata);;
TE1001I;BG008C;2022;515;d;definition differs (see metadata);;
TE1001I;BG009C;2010;345;;;;
TE1001I;BG009C;2011;396;;;;
TE1001I;BG009C;2012;382;;;;
TE1001I;BG009C;2013;409;;;;
TE1001I;BG009C;2014;370;;;;
TE1001I;BG009C;2015;375;d;definition differs (see metadata);;
TE1001I;BG009C;2016;374;d;definition differs (see metadata);;
TE1001I;BG009C;2017;396;d;definition differs (see metadata);;
TE1001I;BG009C;2018;410;d;definition differs (see metadata);;
TE1001I;BG009C;2019;403;d;definition differs (see metadata);;
TE1001I;BG009C;2020;379;d;definition differs (see metadata);;
TE1001I;BG009C;2021;375;d;definition differs (see metadata);;
TE1001I;BG009C;2022;374;d;definition differs (see metadata);;
TE1001I;BG010C;2010;376;;;;
TE1001I;BG010C;2011;437;;;;
TE1001I;BG010C;2012;420;;;;
TE1001I;BG010C;2013;423;;;;
TE1001I;BG010C;2014;388;;;;
TE1001I;BG010C;2015;409;d;definition differs (see metadata);;
TE1001I;BG010C;2016;431;d;definition differs (see metadata);;
TE1001I;BG010C;2017;425;d;definition differs (see metadata);;
TE1001I;BG010C;2018;427;d;definition differs (see metadata);;
TE1001I;BG010C;2019;441;d;definition differs (see metadata);;
TE1001I;BG010C;2020;482;d;definition differs (see metadata);;
TE1001I;BG010C;2021;492;d;definition differs (see metadata);;
TE1001I;BG010C;2022;494;d;definition differs (see metadata);;
TE1001I;BG011C;2010;437;;;;
TE1001I;BG011C;2011;520;;;;
TE1001I;BG011C;2012;505;;;;
TE1001I;BG011C;2013;506;;;;
TE1001I;BG011C;2014;507;;;;
TE1001I;BG011C;2015;498;d;definition differs (see metadata);;
TE1001I;BG011C;2016;537;d;definition differs (see metadata);;
TE1001I;BG011C;2017;543;d;definition differs (see metadata);;
TE1001I;BG011C;2018;603;d;definition differs (see metadata);;
TE1001I;BG011C;2019;600;d;definition differs (see metadata);;
TE1001I;BG011C;2020;574;d;definition differs (see metadata);;
TE1001I;BG011C;2021;582;d;definition differs (see metadata);;
TE1001I;BG011C;2022;595;d;definition differs (see metadata);;
TE1001I;BG012C;2010;400;;;;
TE1001I;BG012C;2011;391;;;;
TE1001I;BG012C;2012;432;;;;
TE1001I;BG012C;2013;440;;;;
TE1001I;BG012C;2014;442;;;;
TE1001I;BG012C;2015;442;d;definition differs (see metadata);;
TE1001I;BG012C;2016;470;d;definition differs (see metadata);;
TE1001I;BG012C;2017;491;d;definition differs (see metadata);;
TE1001I;BG012C;2018;476;d;definition differs (see metadata);;
TE1001I;BG012C;2019;498;d;definition differs (see metadata);;
TE1001I;BG012C;2020;508;d;definition differs (see metadata);;
TE1001I;BG012C;2021;504;d;definition differs (see metadata);;
TE1001I;BG012C;2022;545;d;definition differs (see metadata);;
TE1001I;BG013C;2010;360;;;;
TE1001I;BG013C;2011;403;;;;
TE1001I;BG013C;2012;404;;;;
TE1001I;BG013C;2013;435;;;;
TE1001I;BG013C;2014;398;;;;
TE1001I;BG013C;2015;395;d;definition differs (see metadata);;
TE1001I;BG013C;2016;409;d;definition differs (see metadata);;
TE1001I;BG013C;2017;397;d;definition differs (see metadata);;
TE1001I;BG013C;2018;395;d;definition differs (see metadata);;
TE1001I;BG013C;2019;406;d;definition differs (see metadata);;
TE1001I;BG013C;2020;418;d;definition differs (see metadata);;
TE1001I;BG013C;2021;422;d;definition differs (see metadata);;
TE1001I;BG013C;2022;437;d;definition differs (see metadata);;
TE1001I;BG014C;2010;406;;;;
TE1001I;BG014C;2011;446;;;;
TE1001I;BG014C;2012;465;;;;
TE1001I;BG014C;2013;464;;;;
TE1001I;BG014C;2014;445;;;;
TE1001I;BG014C;2015;450;d;definition differs (see metadata);;
TE1001I;BG014C;2016;492;d;definition differs (see metadata);;
TE1001I;BG014C;2017;452;d;definition differs (see metadata);;
TE1001I;BG014C;2018;478;d;definition differs (see metadata);;
TE1001I;BG014C;2019;496;d;definition differs (see metadata);;
TE1001I;BG014C;2020;454;d;definition differs (see metadata);;
TE1001I;BG014C;2021;477;d;definition differs (see metadata);;
TE1001I;BG014C;2022;487;d;definition differs (see metadata);;
TE1001I;BG015C;2010;352;;;;
TE1001I;BG015C;2011;397;;;;
TE1001I;BG015C;2012;429;;;;
TE1001I;BG015C;2013;427;;;;
TE1001I;BG015C;2014;403;;;;
TE1001I;BG015C;2015;396;d;definition differs (see metadata);;
TE1001I;BG015C;2016;409;d;definition differs (see metadata);;
TE1001I;BG015C;2017;394;d;definition differs (see metadata);;
TE1001I;BG015C;2018;402;d;definition differs (see metadata);;
TE1001I;BG015C;2019;423;d;definition differs (see metadata);;
TE1001I;BG015C;2020;432;d;definition differs (see metadata);;
TE1001I;BG015C;2021;455;d;definition differs (see metadata);;
TE1001I;BG015C;2022;569;d;definition differs (see metadata);;
TE1001I;BG016C;2010;522;;;;
TE1001I;BG016C;2011;551;;;;
TE1001I;BG016C;2012;570;;;;
TE1001I;BG016C;2013;579;;;;
TE1001I;BG016C;2014;559;;;;
TE1001I;BG016C;2015;527;d;definition differs (see metadata);;
TE1001I;BG016C;2016;516;d;definition differs (see metadata);;
TE1001I;BG016C;2017;527;d;definition differs (see metadata);;
TE1001I;BG016C;2018;527;d;definition differs (see metadata);;
TE1001I;BG016C;2019;526;d;definition differs (see metadata);;
TE1001I;BG016C;2020;505;d;definition differs (see metadata);;
TE1001I;BG016C;2021;522;d;definition differs (see metadata);;
TE1001I;BG016C;2022;560;d;definition differs (see metadata);;
TE1001I;BG017C;2010;464;;;;
TE1001I;BG017C;2011;544;;;;
TE1001I;BG017C;2012;566;;;;
TE1001I;BG017C;2013;504;;;;
TE1001I;BG017C;2014;518;;;;
TE1001I;BG017C;2015;498;d;definition differs (see metadata);;
TE1001I;BG017C;2016;474;d;definition differs (see metadata);;
TE1001I;BG017C;2017;462;d;definition differs (see metadata);;
TE1001I;BG017C;2018;474;d;definition differs (see metadata);;
TE1001I;BG017C;2019;481;d;definition differs (see metadata);;
TE1001I;BG017C;2020;504;d;definition differs (see metadata);;
TE1001I;BG017C;2021;506;d;definition differs (see metadata);;
TE1001I;BG017C;2022;496;d;definition differs (see metadata);;
TE1001I;BG018C;2010;568;;;;
TE1001I;BG018C;2011;652;;;;
TE1001I;BG018C;2012;621;;;;
TE1001I;BG018C;2013;620;;;;
TE1001I;BG018C;2014;622;;;;
TE1001I;BG018C;2015;641;d;definition differs (see metadata);;
TE1001I;BG018C;2016;655;d;definition differs (see metadata);;
TE1001I;BG018C;2017;632;d;definition differs (see metadata);;
TE1001I;BG018C;2018;651;d;definition differs (see metadata);;
TE1001I;BG018C;2019;612;d;definition differs (see metadata);;
TE1001I;BG018C;2020;607;d;definition differs (see metadata);;
TE1001I;BG018C;2021;589;d;definition differs (see metadata);;
TE1001I;BG018C;2022;707;d;definition differs (see metadata);;
TE1001I;CH007C;2016;202;d;definition differs (see metadata);;
TE1001I;CH007C;2018;196;d;definition differs (see metadata);;
TE1001I;CH009C;2013;363;;;;
TE1001I;CH009C;2016;335;d;definition differs (see metadata);;
TE1001I;CH009C;2018;399;d;definition differs (see metadata);;
TE1001I;CH010C;2013;248;;;;
TE1001I;CY;2001;393;;;;
TE1001I;CY;2002;31;;;;
TE1001I;CY;2004;396;;;;
TE1001I;CY001C;1992;332;;;;
TE1001I;CY001C;2001;493;;;;
TE1001I;CY001C;2004;486;;;;
TE1001I;CZ;1996;585;;;;
TE1001I;CZ;1997;596;;;;
TE1001I;CZ;1998;613;;;;
TE1001I;CZ;1999;642;;;;
TE1001I;CZ;2000;638;;;;
TE1001I;CZ;2001;629;;;;
TE1001I;CZ;2002;615;;;;
TE1001I;CZ;2004;391;;;;
TE1001I;CZ;2007;365;;;;
TE1001I;CZ;2008;360;;;;
TE1001I;CZ;2009;360;;;;
TE1001I;CZ;2011;357;;;;
TE1001I;CZ001C;1996;342;p;provisional;;
TE1001I;CZ001C;2001;390;;;;
TE1001I;CZ001C;2004;373;;;;
TE1001I;CZ001C;2007;339;;;;
TE1001I;CZ001C;2008;330;;;;
TE1001I;CZ001C;2009;333;;;;
TE1001I;CZ001C;2011;315;;;;
TE1001I;CZ002C;1996;377;p;provisional;;
TE1001I;CZ002C;2001;394;;;;
TE1001I;CZ002C;2004;384;;;;
TE1001I;CZ002C;2007;332;;;;
TE1001I;CZ002C;2008;323;;;;
TE1001I;CZ002C;2009;323;;;;
TE1001I;CZ002C;2011;325;;;;
TE1001I;CZ003C;1996;347;p;provisional;;
TE1001I;CZ003C;2001;345;;;;
TE1001I;CZ003C;2004;361;;;;
TE1001I;CZ003C;2007;345;;;;
TE1001I;CZ003C;2008;346;;;;
TE1001I;CZ003C;2009;348;;;;
TE1001I;CZ003C;2011;360;;;;
TE1001I;CZ004C;1996;329;p;provisional;;
TE1001I;CZ004C;2001;359;;;;
TE1001I;CZ004C;2004;376;;;;
TE1001I;CZ004C;2007;358;;;;
TE1001I;CZ004C;2008;363;;;;
TE1001I;CZ004C;2009;369;;;;
TE1001I;CZ004C;2011;353;;;;
TE1001I;CZ005C;1996;372;p;provisional;;
TE1001I;CZ005C;2001;379;;;;
TE1001I;CZ005C;2004;346;;;;
TE1001I;CZ005C;2007;327;;;;
TE1001I;CZ005C;2008;325;;;;
TE1001I;CZ005C;2009;330;;;;
TE1001I;CZ005C;2011;307;;;;
TE1001I;CZ006C;2004;449;;;;
TE1001I;CZ006C;2007;426;;;;
TE1001I;CZ006C;2008;426;;;;
TE1001I;CZ006C;2009;422;;;;
TE1001I;CZ006C;2011;368;;;;
TE1001I;CZ007C;2004;380;;;;
TE1001I;CZ007C;2007;348;;;;
TE1001I;CZ007C;2008;346;;;;
TE1001I;CZ007C;2009;337;;;;
TE1001I;CZ007C;2011;332;;;;
TE1001I;CZ008C;2004;409;;;;
TE1001I;CZ008C;2007;418;;;;
TE1001I;CZ008C;2008;409;;;;
TE1001I;CZ008C;2009;405;;;;
TE1001I;CZ008C;2011;350;;;;
TE1001I;CZ009C;2004;396;;;;
TE1001I;CZ009C;2007;398;;;;
TE1001I;CZ009C;2008;377;;;;
TE1001I;CZ009C;2009;374;;;;
TE1001I;CZ009C;2011;348;;;;
TE1001I;CZ010C;2004;433;;;;
TE1001I;CZ010C;2007;413;;;;
TE1001I;CZ010C;2008;405;;;;
TE1001I;CZ010C;2009;412;;;;
TE1001I;CZ010C;2011;390;;;;
TE1001I;CZ011C;2004;442;;;;
TE1001I;CZ011C;2007;400;;;;
TE1001I;CZ011C;2008;397;;;;
TE1001I;CZ011C;2009;387;;;;
TE1001I;CZ011C;2011;349;;;;
TE1001I;CZ012C;2004;304;;;;
TE1001I;CZ012C;2007;289;;;;
TE1001I;CZ012C;2008;278;;;;
TE1001I;CZ012C;2009;295;;;;
TE1001I;CZ012C;2011;334;;;;
TE1001I;CZ013C;2004;417;;;;
TE1001I;CZ013C;2007;389;;;;
TE1001I;CZ013C;2008;373;;;;
TE1001I;CZ013C;2009;375;;;;
TE1001I;CZ013C;2011;354;;;;
TE1001I;CZ014C;2004;360;;;;
TE1001I;CZ014C;2007;292;;;;
TE1001I;CZ014C;2008;290;;;;
TE1001I;CZ014C;2009;283;;;;
TE1001I;CZ014C;2011;306;;;;
TE1001I;CZ015C;2007;376;;;;
TE1001I;CZ015C;2008;370;;;;
TE1001I;CZ015C;2009;364;;;;
TE1001I;CZ015C;2011;344;;;;
TE1001I;CZ016C;2007;332;;;;
TE1001I;CZ016C;2008;327;;;;
TE1001I;CZ016C;2009;331;;;;
TE1001I;CZ016C;2011;317;;;;
TE1001I;CZ017C;2007;323;;;;
TE1001I;CZ017C;2008;324;;;;
TE1001I;CZ017C;2009;330;;;;
TE1001I;CZ017C;2011;343;;;;
TE1001I;CZ018C;2007;397;;;;
TE1001I;CZ018C;2008;391;;;;
TE1001I;CZ018C;2009;392;;;;
TE1001I;CZ018C;2011;346;;;;
TE1001I;DE;2001;346;;;;
TE1001I;DE;2002;442;e;estimated;;
TE1001I;DE;2005;387;e;estimated;;
TE1001I;DE;2006;407;e;estimated;;
TE1001I;DE;2007;424;e;estimated;;
TE1001I;DE;2008;442;e;estimated;;
TE1001I;DE;2009;459;e;estimated;;
TE1001I;DE;2010;477;e;estimated;;
TE1001I;DE;2011;488;e;estimated;;
TE1001I;DE;2012;516;e;estimated;;
TE1001I;DE;2013;524;e;estimated;;
TE1001I;DE;2014;537;e;estimated;;
TE1001I;DE;2015;536;;;;
TE1001I;DE;2016;530;;;;
TE1001I;DE;2017;492;e;estimated;;
TE1001I;DE;2018;528;e;estimated;;
TE1001I;DE001C;1992;667;;;;
TE1001I;DE001C;1996;580;;;;
TE1001I;DE001C;2001;646;;;;
TE1001I;DE001C;2004;556;e;estimated;;
TE1001I;DE001C;2005;530;e;estimated;;
TE1001I;DE001C;2006;543;e;estimated;;
TE1001I;DE001C;2007;564;e;estimated;;
TE1001I;DE001C;2008;570;e;estimated;;
TE1001I;DE001C;2009;575;e;estimated;;
TE1001I;DE001C;2010;579;e;estimated;;
TE1001I;DE001C;2011;576;e;estimated;;
TE1001I;DE001C;2012;606;e;estimated;;
TE1001I;DE001C;2013;602;e;estimated;;
TE1001I;DE001C;2015;610;;;;
TE1001I;DE001C;2016;606;;;;
TE1001I;DE001C;2017;561;e;estimated;;
TE1001I;DE001C;2018;585;e;estimated;;
TE1001I;DE001C;2019;583;e;estimated;;
TE1001I;DE001C;2020;594;e;estimated;;
TE1001I;DE001C;2021;600;e;estimated;;
TE1001I;DE001C;2022;501;e;estimated;;
TE1001I;DE002C;1992;208;;;;
TE1001I;DE002C;1996;355;;;;
TE1001I;DE002C;2001;487;;;;
TE1001I;DE002C;2004;365;e;estimated;;
TE1001I;DE002C;2005;406;e;estimated;;
TE1001I;DE002C;2006;404;e;estimated;;
TE1001I;DE002C;2007;419;e;estimated;;
TE1001I;DE002C;2008;419;e;estimated;;
TE1001I;DE002C;2009;439;e;estimated;;
TE1001I;DE002C;2010;464;e;estimated;;
