indic_ur;cities;TIME_PERIOD;OBS_VALUE;OBS_FLAG;Observation status (Flag) V2 structure;CONF_STATUS;Confidentiality status (flag)
EN1002V;AT001C;2000;;;;C;confidential
EN1002V;AT001C;2004;5.30;;;;
EN1002V;AT002C;2001;5.76;;;;
EN1002V;AT002C;2004;5.13;;;;
EN1002V;AT003C;2001;4.66;;;;
EN1002V;AT003C;2004;4.86;;;;
EN1002V;AT004C;2001;4.79;;;;
EN1002V;AT004C;2004;4.60;;;;
EN1002V;AT005C;2001;4.63;;;;
EN1002V;AT005C;2004;5.25;;;;
EN1002V;BE;1991;4.60;;;;
EN1002V;BE;1992;4.10;;;;
EN1002V;BE;1993;3.90;;;;
EN1002V;BE;1994;4.20;;;;
EN1002V;BE;1995;4.50;;;;
EN1002V;BE;1996;4.30;;;;
EN1002V;BE;1997;4.70;;;;
EN1002V;BE;1998;3.60;;;;
EN1002V;BE;1999;4.40;;;;
EN1002V;BE;2000;3.80;;;;
EN1002V;BE;2001;4.00;;;;
EN1002V;BE;2002;4.10;;;;
EN1002V;BE;2003;5.40;;;;
EN1002V;BE001C;1990;4.25;;;;
EN1002V;BE001C;2008;4.06;;;;
EN1002V;BE001C;2011;5.00;;;;
EN1002V;BE002C;1990;4.44;;;;
EN1002V;BE002C;2008;4.06;;;;
EN1002V;BE002C;2011;5.00;;;;
EN1002V;BE003C;1990;4.45;;;;
EN1002V;BE003C;2008;5.15;;;;
EN1002V;BE003C;2011;5.00;;;;
EN1002V;BE004C;1990;4.19;;;;
EN1002V;BE004C;2008;3.31;;;;
EN1002V;BE004C;2011;5.00;;;;
EN1002V;BE005C;1990;4.33;;;;
EN1002V;BE005C;2008;4.45;;;;
EN1002V;BE005C;2011;5.00;;;;
EN1002V;BE006C;1990;4.71;;;;
EN1002V;BE006C;2008;4.52;;;;
EN1002V;BE006C;2011;5.00;;;;
EN1002V;BE007C;2001;3.10;;;;
EN1002V;BE007C;2008;4.41;;;;
EN1002V;BE007C;2011;5.00;;;;
EN1002V;BE008C;2011;5.00;;;;
EN1002V;BE009C;2011;5.00;;;;
EN1002V;BE010C;2011;5.00;;;;
EN1002V;BE011C;2011;5.00;;;;
EN1002V;BG001C;2001;6.22;;;;
EN1002V;BG002C;2001;6.37;;;;
EN1002V;BG003C;2001;6.66;;;;
EN1002V;BG004C;2001;6.66;;;;
EN1002V;BG005C;2001;5.97;;;;
EN1002V;BG006C;2001;6.39;;;;
EN1002V;BG007C;2001;5.86;;;;
EN1002V;CH009C;2006;5.00;;;;
EN1002V;CH009C;2007;4.00;;;;
EN1002V;CH009C;2008;4.00;;;;
EN1002V;CH009C;2009;4.00;;;;
EN1002V;CH009C;2010;4.00;;;;
EN1002V;CH009C;2011;5.00;;;;
EN1002V;CY;1996;9.10;;;;
EN1002V;CY;2000;9.20;;;;
EN1002V;CY;2001;8.90;;;;
EN1002V;CY;2002;9.00;;;;
EN1002V;CY;2003;8.70;;;;
EN1002V;CY001C;1996;9.10;;;;
EN1002V;CY001C;2000;9.20;;;;
EN1002V;CY001C;2001;8.90;;;;
EN1002V;CY001C;2002;9.00;;;;
EN1002V;CY001C;2003;8.70;;;;
EN1002V;CY001C;2004;8.90;;;;
EN1002V;CY001C;2005;9.00;;;;
EN1002V;CY001C;2006;8.90;;;;
EN1002V;CY001C;2007;8.90;;;;
EN1002V;CZ;1995;4.00;;;;
EN1002V;CZ;2001;5.00;;;;
EN1002V;CZ;2004;4.90;;;;
EN1002V;CZ;2008;4.70;;;;
EN1002V;CZ001C;2001;4.45;;;;
EN1002V;CZ001C;2004;4.80;;;;
EN1002V;CZ001C;2008;4.50;;;;
EN1002V;CZ002C;2001;5.00;;;;
EN1002V;CZ002C;2004;4.80;;;;
EN1002V;CZ002C;2008;4.70;;;;
EN1002V;CZ003C;2001;4.02;;;;
EN1002V;CZ003C;2004;4.50;;;;
EN1002V;CZ003C;2008;4.60;;;;
EN1002V;CZ004C;2001;3.65;;;;
EN1002V;CZ005C;2001;3.71;;;;
EN1002V;CZ006C;2001;4.70;;;;
EN1002V;CZ006C;2004;4.80;;;;
EN1002V;CZ006C;2008;4.70;;;;
EN1002V;CZ007C;2001;3.70;;;;
EN1002V;CZ007C;2004;4.30;;;;
EN1002V;CZ007C;2008;4.40;;;;
EN1002V;CZ008C;2001;4.30;;;;
EN1002V;CZ008C;2004;4.70;;;;
EN1002V;CZ008C;2008;4.60;;;;
EN1002V;CZ009C;2001;4.30;;;;
EN1002V;CZ009C;2004;4.90;;;;
EN1002V;CZ009C;2008;4.90;;;;
EN1002V;CZ011C;2001;4.50;;;;
EN1002V;CZ011C;2004;4.30;;;;
EN1002V;CZ011C;2008;4.80;;;;
EN1002V;CZ012C;2001;4.60;;;;
EN1002V;CZ012C;2004;4.90;;;;
EN1002V;CZ012C;2008;4.70;;;;
EN1002V;CZ013C;2001;4.20;;;;
EN1002V;CZ013C;2004;4.20;;;;
EN1002V;CZ013C;2008;4.40;;;;
EN1002V;CZ014C;2001;4.10;;;;
EN1002V;CZ014C;2004;4.30;;;;
EN1002V;CZ014C;2008;4.60;;;;
EN1002V;DE001C;2001;4.10;;;;
EN1002V;DE001C;2004;4.60;;;;
EN1002V;DE001C;2005;5.27;;;;
EN1002V;DE001C;2006;5.23;;;;
EN1002V;DE001C;2007;4.86;;;;
EN1002V;DE001C;2008;4.61;;;;
EN1002V;DE001C;2009;4.73;;;;
EN1002V;DE001C;2010;4.10;;;;
EN1002V;DE001C;2011;5.40;;;;
EN1002V;DE002C;2001;3.90;;;;
EN1002V;DE002C;2004;4.30;;;;
EN1002V;DE002C;2005;4.94;;;;
EN1002V;DE002C;2006;4.56;;;;
EN1002V;DE002C;2007;4.20;;;;
EN1002V;DE002C;2008;4.44;;;;
EN1002V;DE002C;2009;4.77;;;;
EN1002V;DE002C;2010;4.20;;;;
EN1002V;DE002C;2011;4.50;;;;
EN1002V;DE003C;2001;5.00;;;;
EN1002V;DE003C;2004;4.90;;;;
EN1002V;DE003C;2005;5.21;;;;
EN1002V;DE003C;2006;5.47;;;;
EN1002V;DE003C;2007;5.44;;;;
EN1002V;DE003C;2008;5.23;;;;
EN1002V;DE003C;2009;4.93;;;;
EN1002V;DE003C;2010;4.50;;;;
EN1002V;DE003C;2011;5.80;;;;
EN1002V;DE004C;2001;4.00;;;;
EN1002V;DE004C;2004;4.30;;;;
EN1002V;DE004C;2005;4.68;e;estimated;;
EN1002V;DE004C;2006;4.66;e;estimated;;
EN1002V;DE004C;2007;4.30;e;estimated;;
EN1002V;DE004C;2008;4.12;e;estimated;;
EN1002V;DE004C;2009;4.29;e;estimated;;
EN1002V;DE004C;2010;4.00;e;estimated;;
EN1002V;DE004C;2011;4.80;e;estimated;;
EN1002V;DE005C;2001;4.30;;;;
EN1002V;DE005C;2004;4.50;;;;
EN1002V;DE005C;2005;4.85;;;;
EN1002V;DE005C;2006;4.76;;;;
EN1002V;DE005C;2007;4.79;;;;
EN1002V;DE005C;2008;4.13;;;;
EN1002V;DE005C;2009;4.78;;;;
EN1002V;DE005C;2010;4.70;;;;
EN1002V;DE005C;2011;5.40;;;;
EN1002V;DE006C;2001;3.90;;;;
EN1002V;DE006C;2004;2.80;;;;
EN1002V;DE006C;2005;4.46;;;;
EN1002V;DE006C;2006;4.40;;;;
EN1002V;DE006C;2007;4.16;;;;
EN1002V;DE006C;2008;4.24;;;;
EN1002V;DE006C;2009;4.55;;;;
EN1002V;DE006C;2010;4.10;;;;
EN1002V;DE006C;2011;4.90;;;;
EN1002V;DE007C;2001;4.90;;;;
EN1002V;DE007C;2004;4.60;;;;
EN1002V;DE007C;2005;4.95;;;;
EN1002V;DE007C;2006;5.21;;;;
EN1002V;DE007C;2007;5.14;;;;
EN1002V;DE007C;2008;4.65;;;;
EN1002V;DE007C;2009;4.94;;;;
EN1002V;DE007C;2010;4.50;;;;
EN1002V;DE007C;2011;5.70;;;;
EN1002V;DE008C;2001;4.30;;;;
EN1002V;DE008C;2004;4.60;;;;
EN1002V;DE008C;2005;4.99;;;;
EN1002V;DE008C;2006;5.20;;;;
EN1002V;DE008C;2007;5.01;;;;
EN1002V;DE008C;2008;4.63;;;;
EN1002V;DE008C;2009;4.75;;;;
EN1002V;DE008C;2010;4.70;;;;
EN1002V;DE008C;2011;5.70;;;;
EN1002V;DE009C;2001;4.10;;;;
EN1002V;DE009C;2004;4.40;;;;
EN1002V;DE009C;2005;5.23;;;;
EN1002V;DE009C;2006;5.23;;;;
EN1002V;DE009C;2007;4.91;;;;
EN1002V;DE009C;2008;4.67;;;;
EN1002V;DE009C;2009;4.74;;;;
EN1002V;DE009C;2010;4.60;;;;
EN1002V;DE009C;2011;5.80;;;;
EN1002V;DE010C;2001;3.60;;;;
EN1002V;DE010C;2004;2.80;e;estimated;;
EN1002V;DE010C;2005;4.48;e;estimated;;
EN1002V;DE010C;2006;4.47;e;estimated;;
EN1002V;DE010C;2007;4.21;e;estimated;;
EN1002V;DE010C;2008;4.30;e;estimated;;
EN1002V;DE010C;2009;4.17;;;;
EN1002V;DE010C;2010;4.00;;;;
EN1002V;DE010C;2011;4.90;;;;
EN1002V;DE011C;2001;4.00;;;;
EN1002V;DE011C;2004;4.10;;;;
EN1002V;DE011C;2005;4.63;;;;
EN1002V;DE011C;2006;4.54;;;;
EN1002V;DE011C;2007;4.28;;;;
EN1002V;DE011C;2008;3.75;;;;
EN1002V;DE011C;2009;4.37;;;;
EN1002V;DE011C;2010;4.10;;;;
EN1002V;DE011C;2011;4.90;;;;
EN1002V;DE012C;2001;4.30;;;;
EN1002V;DE012C;2004;4.00;e;estimated;;
EN1002V;DE012C;2005;4.57;;;;
EN1002V;DE012C;2006;4.36;;;;
EN1002V;DE012C;2007;4.18;;;;
EN1002V;DE012C;2008;4.46;;;;
EN1002V;DE012C;2009;4.78;;;;
EN1002V;DE012C;2010;4.50;;;;
EN1002V;DE012C;2011;4.70;;;;
EN1002V;DE013C;2001;3.90;;;;
EN1002V;DE013C;2004;4.20;;;;
EN1002V;DE013C;2005;4.53;;;;
EN1002V;DE013C;2006;4.77;;;;
EN1002V;DE013C;2007;4.39;;;;
EN1002V;DE013C;2008;4.50;;;;
EN1002V;DE013C;2009;4.55;;;;
EN1002V;DE013C;2010;4.00;;;;
EN1002V;DE013C;2011;4.60;;;;
EN1002V;DE014C;2001;4.20;;;;
EN1002V;DE014C;2004;4.40;;;;
EN1002V;DE014C;2005;4.87;;;;
EN1002V;DE014C;2006;4.94;;;;
EN1002V;DE014C;2007;5.14;;;;
EN1002V;DE014C;2008;4.75;;;;
EN1002V;DE014C;2009;4.73;;;;
EN1002V;DE014C;2010;4.40;;;;
EN1002V;DE014C;2011;5.40;;;;
EN1002V;DE015C;2001;3.90;;;;
EN1002V;DE015C;2004;3.90;;;;
EN1002V;DE015C;2005;4.48;e;estimated;;
EN1002V;DE015C;2006;4.47;e;estimated;;
EN1002V;DE015C;2007;4.21;e;estimated;;
EN1002V;DE015C;2008;4.28;e;estimated;;
EN1002V;DE015C;2009;4.17;;;;
EN1002V;DE015C;2010;4.00;;;;
EN1002V;DE015C;2011;4.90;;;;
EN1002V;DE016C;2001;3.90;;;;
EN1002V;DE016C;2004;3.80;;;;
EN1002V;DE016C;2005;4.45;;;;
EN1002V;DE016C;2006;4.60;;;;
EN1002V;DE016C;2007;4.12;;;;
EN1002V;DE016C;2008;4.16;;;;
EN1002V;DE016C;2009;4.45;;;;
EN1002V;DE016C;2010;4.00;;;;
EN1002V;DE016C;2011;5.00;;;;
EN1002V;DE017C;2001;4.10;;;;
EN1002V;DE017C;2004;4.30;;;;
EN1002V;DE017C;2005;4.86;;;;
EN1002V;DE017C;2006;4.97;;;;
EN1002V;DE017C;2007;4.90;;;;
EN1002V;DE017C;2008;4.56;;;;
EN1002V;DE017C;2009;4.56;;;;
EN1002V;DE017C;2010;4.30;;;;
EN1002V;DE017C;2011;5.30;;;;
EN1002V;DE018C;2001;4.30;;;;
EN1002V;DE018C;2004;4.50;;;;
EN1002V;DE018C;2005;5.15;;;;
EN1002V;DE018C;2006;5.25;;;;
EN1002V;DE018C;2007;4.70;;;;
EN1002V;DE018C;2008;4.83;;;;
EN1002V;DE018C;2009;4.88;;;;
EN1002V;DE018C;2010;4.40;;;;
EN1002V;DE018C;2011;5.30;;;;
EN1002V;DE019C;2001;4.30;;;;
EN1002V;DE019C;2004;4.30;;;;
EN1002V;DE019C;2005;4.85;e;estimated;;
EN1002V;DE019C;2006;4.76;e;estimated;;
EN1002V;DE019C;2007;4.79;e;estimated;;
EN1002V;DE019C;2008;4.13;e;estimated;;
EN1002V;DE019C;2009;4.78;e;estimated;;
EN1002V;DE019C;2010;4.70;e;estimated;;
EN1002V;DE019C;2011;5.40;e;estimated;;
EN1002V;DE020C;2001;3.90;;;;
EN1002V;DE020C;2004;4.10;;;;
EN1002V;DE020C;2005;4.66;;;;
EN1002V;DE020C;2006;4.88;;;;
EN1002V;DE020C;2007;4.13;;;;
EN1002V;DE020C;2008;4.15;;;;
EN1002V;DE020C;2009;4.11;;;;
EN1002V;DE020C;2010;4.00;;;;
EN1002V;DE020C;2011;4.80;;;;
EN1002V;DE021C;2001;3.30;;;;
EN1002V;DE021C;2004;2.80;e;estimated;;
EN1002V;DE021C;2005;4.63;;;;
EN1002V;DE021C;2006;4.54;;;;
EN1002V;DE021C;2007;4.28;;;;
EN1002V;DE021C;2008;3.75;;;;
EN1002V;DE021C;2009;4.37;;;;
EN1002V;DE021C;2010;4.00;e;estimated;;
EN1002V;DE021C;2011;4.90;e;estimated;;
EN1002V;DE022C;2001;3.90;;;;
EN1002V;DE022C;2004;4.30;e;estimated;;
EN1002V;DE022C;2005;4.63;e;estimated;;
EN1002V;DE022C;2006;4.54;e;estimated;;
EN1002V;DE022C;2007;4.28;e;estimated;;
EN1002V;DE022C;2008;3.75;e;estimated;;
EN1002V;DE022C;2009;4.37;e;estimated;;
EN1002V;DE022C;2010;4.00;e;estimated;;
EN1002V;DE022C;2011;4.90;e;estimated;;
EN1002V;DE023C;2001;4.30;;;;
EN1002V;DE023C;2004;4.10;;;;
EN1002V;DE023C;2005;4.85;e;estimated;;
EN1002V;DE023C;2006;4.76;e;estimated;;
EN1002V;DE023C;2007;4.79;e;estimated;;
EN1002V;DE023C;2008;4.13;e;estimated;;
EN1002V;DE023C;2009;4.78;e;estimated;;
EN1002V;DE023C;2010;4.70;e;estimated;;
EN1002V;DE023C;2011;5.40;e;estimated;;
EN1002V;DE024C;2001;4.30;;;;
EN1002V;DE024C;2004;4.30;;;;
EN1002V;DE024C;2005;4.90;e;estimated;;
EN1002V;DE024C;2006;4.69;;;;
EN1002V;DE024C;2007;4.64;;;;
EN1002V;DE024C;2008;3.95;;;;
EN1002V;DE024C;2009;4.44;;;;
EN1002V;DE025C;2001;5.20;;;;
EN1002V;DE025C;2004;4.30;;;;
EN1002V;DE025C;2005;4.99;;;;
EN1002V;DE025C;2006;5.14;;;;
EN1002V;DE025C;2007;5.18;;;;
EN1002V;DE025C;2008;4.68;;;;
EN1002V;DE025C;2009;4.90;;;;
EN1002V;DE025C;2010;4.60;;;;
EN1002V;DE025C;2011;5.70;;;;
EN1002V;DE026C;2001;4.30;;;;
EN1002V;DE026C;2004;4.60;;;;
EN1002V;DE026C;2005;4.61;;;;
EN1002V;DE026C;2006;4.96;;;;
EN1002V;DE026C;2007;5.05;;;;
EN1002V;DE026C;2008;4.54;;;;
EN1002V;DE026C;2009;4.52;;;;
EN1002V;DE026C;2010;4.20;;;;
EN1002V;DE026C;2011;5.00;;;;
EN1002V;DE027C;2001;4.20;;;;
EN1002V;DE027C;2004;4.60;;;;
EN1002V;DE027C;2005;5.00;;;;
EN1002V;DE027C;2006;4.94;;;;
EN1002V;DE027C;2007;4.78;;;;
EN1002V;DE027C;2008;4.66;;;;
EN1002V;DE027C;2009;4.94;;;;
EN1002V;DE027C;2010;4.60;;;;
EN1002V;DE027C;2011;4.00;;;;
EN1002V;DE028C;2001;4.00;;;;
EN1002V;DE028C;2004;4.80;e;estimated;;
EN1002V;DE028C;2005;5.28;;;;
EN1002V;DE028C;2006;5.39;;;;
EN1002V;DE028C;2007;5.05;;;;
EN1002V;DE028C;2008;4.56;;;;
EN1002V;DE028C;2009;4.32;;;;
EN1002V;DE028C;2010;4.30;;;;
EN1002V;DE028C;2011;5.40;;;;
EN1002V;DE029C;2001;4.10;;;;
EN1002V;DE029C;2004;4.40;e;estimated;;
EN1002V;DE029C;2005;5.13;;;;
EN1002V;DE029C;2006;4.71;;;;
EN1002V;DE029C;2007;4.46;;;;
EN1002V;DE029C;2008;4.68;;;;
EN1002V;DE029C;2009;4.96;;;;
EN1002V;DE029C;2010;4.40;;;;
EN1002V;DE029C;2011;4.80;;;;
EN1002V;DE030C;2001;4.00;;;;
EN1002V;DE030C;2004;4.80;;;;
EN1002V;DE030C;2005;5.28;;;;
EN1002V;DE030C;2006;5.39;;;;
EN1002V;DE030C;2007;5.05;;;;
EN1002V;DE030C;2008;4.56;;;;
EN1002V;DE030C;2009;4.32;;;;
EN1002V;DE030C;2010;4.30;;;;
EN1002V;DE030C;2011;5.40;;;;
EN1002V;DE031C;2001;5.00;;;;
EN1002V;DE031C;2004;4.80;;;;
EN1002V;DE031C;2005;4.87;;;;
EN1002V;DE031C;2006;5.25;;;;
EN1002V;DE031C;2007;5.15;;;;
EN1002V;DE031C;2008;4.82;;;;
EN1002V;DE031C;2009;4.68;;;;
EN1002V;DE031C;2010;4.30;;;;
EN1002V;DE031C;2011;5.20;;;;
EN1002V;DE032C;2001;4.00;;;;
EN1002V;DE032C;2004;4.30;;;;
EN1002V;DE032C;2005;4.68;;;;
EN1002V;DE032C;2006;4.66;;;;
EN1002V;DE032C;2007;4.30;;;;
EN1002V;DE032C;2008;4.12;;;;
EN1002V;DE032C;2009;4.29;;;;
EN1002V;DE032C;2010;4.30;;;;
EN1002V;DE032C;2011;5.10;;;;
EN1002V;DE033C;2001;5.00;;;;
EN1002V;DE033C;2004;5.00;;;;
EN1002V;DE033C;2005;5.30;;;;
EN1002V;DE033C;2006;5.20;;;;
EN1002V;DE033C;2007;5.33;;;;
EN1002V;DE033C;2008;4.57;;;;
EN1002V;DE033C;2009;4.93;;;;
EN1002V;DE033C;2010;4.50;;;;
EN1002V;DE033C;2011;5.60;;;;
EN1002V;DE034C;2001;3.90;;;;
EN1002V;DE034C;2004;4.10;e;estimated;;
EN1002V;DE034C;2005;4.63;e;estimated;;
EN1002V;DE034C;2006;4.54;e;estimated;;
EN1002V;DE034C;2007;4.28;e;estimated;;
EN1002V;DE034C;2008;3.75;e;estimated;;
EN1002V;DE034C;2009;4.37;e;estimated;;
EN1002V;DE034C;2010;4.10;e;estimated;;
EN1002V;DE034C;2011;4.90;e;estimated;;
EN1002V;DE035C;2001;4.30;;;;
EN1002V;DE035C;2004;4.30;e;estimated;;
EN1002V;DE035C;2005;4.85;e;estimated;;
EN1002V;DE035C;2006;4.76;e;estimated;;
EN1002V;DE035C;2007;4.79;e;estimated;;
EN1002V;DE035C;2008;4.13;e;estimated;;
EN1002V;DE035C;2009;4.78;e;estimated;;
EN1002V;DE035C;2010;4.70;e;estimated;;
EN1002V;DE035C;2011;5.40;e;estimated;;
EN1002V;DE036C;2001;3.90;e;estimated;;
EN1002V;DE036C;2004;4.30;e;estimated;;
EN1002V;DE036C;2005;4.95;;;;
EN1002V;DE036C;2006;4.65;;;;
EN1002V;DE036C;2007;4.72;;;;
EN1002V;DE036C;2008;5.00;;;;
EN1002V;DE036C;2009;5.16;;;;
EN1002V;DE036C;2010;4.30;;;;
EN1002V;DE036C;2011;4.40;;;;
EN1002V;DE037C;2001;4.60;;;;
EN1002V;DE037C;2004;4.60;;;;
EN1002V;DE037C;2005;4.92;;;;
EN1002V;DE037C;2006;4.71;;;;
EN1002V;DE037C;2007;4.94;;;;
EN1002V;DE037C;2008;4.26;;;;
EN1002V;DE037C;2009;4.95;;;;
EN1002V;DE038C;2001;4.10;e;estimated;;
EN1002V;DE038C;2004;4.60;;;;
EN1002V;DE038C;2005;5.32;;;;
EN1002V;DE038C;2006;5.28;;;;
EN1002V;DE038C;2007;4.89;;;;
EN1002V;DE038C;2008;4.80;;;;
EN1002V;DE038C;2009;4.98;;;;
EN1002V;DE038C;2010;4.50;;;;
EN1002V;DE038C;2011;5.60;;;;
EN1002V;DE039C;2001;3.80;;;;
EN1002V;DE039C;2004;3.60;;;;
EN1002V;DE039C;2005;4.30;;;;
EN1002V;DE039C;2006;4.56;;;;
EN1002V;DE039C;2007;4.31;;;;
EN1002V;DE039C;2008;4.03;;;;
EN1002V;DE039C;2009;4.16;;;;
EN1002V;DE039C;2010;4.10;;;;
EN1002V;DE039C;2011;3.60;;;;
EN1002V;DE040C;2005;5.38;;;;
EN1002V;DE040C;2006;5.18;;;;
EN1002V;DE040C;2007;4.68;;;;
EN1002V;DE040C;2008;5.15;;;;
EN1002V;DE040C;2009;5.20;;;;
EN1002V;DE040C;2010;4.70;;;;
EN1002V;DE040C;2011;5.10;;;;
EN1002V;DE041C;2010;4.70;e;estimated;;
EN1002V;DE041C;2011;5.20;e;estimated;;
EN1002V;DE042C;2010;3.70;;;;
EN1002V;DE042C;2011;4.60;;;;
EN1002V;DE043C;2010;4.60;;;;
EN1002V;DE043C;2011;5.80;;;;
EN1002V;DE044C;2010;4.70;;;;
EN1002V;DE044C;2011;5.40;;;;
EN1002V;DE045C;2010;4.34;e;estimated;;
EN1002V;DE045C;2011;4.33;e;estimated;;
EN1002V;DE046C;2010;4.47;e;estimated;;
EN1002V;DE046C;2011;5.72;e;estimated;;
EN1002V;DE047C;2010;4.40;;;;
EN1002V;DE047C;2011;5.60;;;;
EN1002V;DE048C;2010;4.60;e;estimated;;
EN1002V;DE048C;2011;5.70;e;estimated;;
EN1002V;DE049C;2010;4.27;e;estimated;;
EN1002V;DE049C;2011;4.38;e;estimated;;
EN1002V;DE050C;2010;4.30;e;estimated;;
EN1002V;DE050C;2011;4.90;e;estimated;;
EN1002V;DE051C;2010;4.50;;;;
EN1002V;DE051C;2011;5.40;;;;
EN1002V;DE052C;2010;4.27;e;estimated;;
EN1002V;DE052C;2011;4.38;e;estimated;;
EN1002V;DE053C;2010;4.30;;;;
EN1002V;DE053C;2011;5.30;;;;
EN1002V;DE054C;2010;4.30;;;;
EN1002V;DE054C;2011;4.90;;;;
EN1002V;DE055C;2010;4.23;e;estimated;;
EN1002V;DE055C;2011;4.49;e;estimated;;
EN1002V;DE056C;2010;4.10;;;;
EN1002V;DE056C;2011;5.10;;;;
EN1002V;DE057C;2010;4.00;e;estimated;;
EN1002V;DE057C;2011;4.65;e;estimated;;
EN1002V;DE058C;2010;4.71;e;estimated;;
EN1002V;DE058C;2011;5.40;e;estimated;;
EN1002V;DE059C;2010;4.10;;;;
EN1002V;DE059C;2011;5.10;;;;
EN1002V;DE060C;2010;3.70;;;;
EN1002V;DE060C;2011;5.00;;;;
EN1002V;DE061C;2010;4.34;e;estimated;;
EN1002V;DE061C;2011;4.91;e;estimated;;
EN1002V;DE062C;2010;4.30;e;estimated;;
EN1002V;DE062C;2011;4.90;e;estimated;;
EN1002V;DE063C;2010;4.30;;;;
EN1002V;DE063C;2011;5.80;;;;
EN1002V;DE064C;2010;4.24;e;estimated;;
EN1002V;DE064C;2011;4.96;e;estimated;;
EN1002V;DE065C;2010;4.50;;;;
EN1002V;DE065C;2011;5.70;;;;
EN1002V;DE066C;2010;4.30;;;;
EN1002V;DE066C;2011;5.40;;;;
EN1002V;DE067C;2010;4.69;e;estimated;;
EN1002V;DE067C;2011;5.17;e;estimated;;
EN1002V;DE068C;2010;4.30;;;;
EN1002V;DE068C;2011;4.90;;;;
EN1002V;DE069C;2010;4.50;;;;
EN1002V;DE069C;2011;5.40;;;;
EN1002V;DE070C;2010;4.56;e;estimated;;
EN1002V;DE070C;2011;5.68;e;estimated;;
EN1002V;DE071C;2010;4.70;;;;
EN1002V;DE071C;2011;6.00;;;;
EN1002V;DE072C;2010;4.30;;;;
EN1002V;DE072C;2011;5.10;;;;
EN1002V;DE073C;2010;4.30;;;;
EN1002V;DE073C;2011;5.30;;;;
EN1002V;DE074C;2010;4.30;;;;
EN1002V;DE074C;2011;5.30;;;;
EN1002V;DE075C;2010;4.30;;;;
EN1002V;DE075C;2011;4.90;;;;
EN1002V;DE076C;2010;4.30;;;;
EN1002V;DE076C;2011;4.90;;;;
EN1002V;DE077C;2010;4.69;e;estimated;;
EN1002V;DE077C;2011;5.17;e;estimated;;
EN1002V;DE078C;2010;4.60;;;;
EN1002V;DE078C;2011;5.60;;;;
EN1002V;DE079C;2010;4.35;e;estimated;;
EN1002V;DE079C;2011;5.35;e;estimated;;
EN1002V;DE080C;2005;4.63;e;estimated;;
EN1002V;DE080C;2006;4.54;e;estimated;;
EN1002V;DE080C;2007;4.28;e;estimated;;
EN1002V;DE080C;2008;3.75;e;estimated;;
EN1002V;DE080C;2009;4.37;e;estimated;;
EN1002V;DE080C;2010;4.10;e;estimated;;
EN1002V;DE080C;2011;4.90;e;estimated;;
EN1002V;DE081C;2005;5.08;;;;
EN1002V;DE081C;2006;5.04;;;;
EN1002V;DE081C;2007;4.96;;;;
EN1002V;DE081C;2008;4.44;;;;
EN1002V;DE081C;2009;4.85;;;;
EN1002V;DE081C;2010;4.70;;;;
EN1002V;DE081C;2011;5.20;;;;
EN1002V;DE082C;2005;4.63;;;;
EN1002V;DE082C;2006;4.54;;;;
EN1002V;DE082C;2007;4.28;;;;
EN1002V;DE082C;2008;3.75;;;;
EN1002V;DE082C;2009;4.37;;;;
EN1002V;DE082C;2010;4.10;;;;
EN1002V;DE082C;2011;4.90;;;;
EN1002V;DE083C;2005;4.72;;;;
EN1002V;DE083C;2006;4.55;;;;
EN1002V;DE083C;2007;4.11;;;;
EN1002V;DE083C;2008;4.35;;;;
EN1002V;DE083C;2009;4.49;;;;
EN1002V;DE083C;2010;4.10;;;;
EN1002V;DE083C;2011;4.70;;;;
EN1002V;DE084C;2005;4.92;;;;
EN1002V;DE084C;2006;5.23;;;;
EN1002V;DE084C;2007;4.80;;;;
EN1002V;DE084C;2008;4.47;;;;
EN1002V;DE084C;2009;4.61;;;;
EN1002V;DE084C;2010;4.50;;;;
EN1002V;DE084C;2011;5.90;;;;
EN1002V;DE085C;2005;4.68;;;;
EN1002V;DE085C;2006;4.79;;;;
EN1002V;DE085C;2007;4.46;;;;
EN1002V;DE085C;2008;4.60;;;;
EN1002V;DE085C;2009;4.90;;;;
EN1002V;DE085C;2010;4.30;;;;
EN1002V;DE085C;2011;5.10;;;;
EN1002V;DE086C;2005;4.75;;;;
EN1002V;DE086C;2006;4.72;;;;
EN1002V;DE086C;2007;4.47;;;;
EN1002V;DE086C;2008;4.29;;;;
EN1002V;DE086C;2009;4.67;;;;
EN1002V;DE086C;2010;4.50;;;;
EN1002V;DE086C;2011;4.80;e;estimated;;
EN1002V;DE087C;2005;4.63;;;;
EN1002V;DE087C;2006;4.54;;;;
EN1002V;DE087C;2007;4.28;;;;
EN1002V;DE087C;2008;3.75;;;;
EN1002V;DE087C;2009;4.37;;;;
EN1002V;DE087C;2010;4.07;e;estimated;;
EN1002V;DE087C;2011;4.92;e;estimated;;
EN1002V;DE088C;2005;4.46;;;;
EN1002V;DE088C;2006;4.40;;;;
EN1002V;DE088C;2007;4.16;;;;
EN1002V;DE088C;2008;4.24;;;;
EN1002V;DE088C;2009;4.55;;;;
EN1002V;DE088C;2010;4.10;e;estimated;;
EN1002V;DE088C;2011;4.90;e;estimated;;
EN1002V;DE089C;2005;4.97;;;;
EN1002V;DE089C;2006;4.72;;;;
EN1002V;DE089C;2007;4.28;;;;
EN1002V;DE089C;2008;4.55;;;;
